STOP_ID,BENCHES,SHELTERS,BIKERACKS,TRASHCANS,STOP_NAME,STOP_ABBR,STREET_NMB,ON_STREET,AT_STREET,CITY,ZIP,BAY,STOP_TYPE,PLACEMENT,CORNER,STATUS,LATITUDE,LONGITUDE,SOURCE,SOURCEDATE
5305,1,0,0,1,3301 Wells Branch/Howard,WLBHOW3F,003301,Wells Branch,Howard,Austin,78728,,Bus Stop,Farside,Southeast,,30.440104000000000,-97.695268000000000,Capital Metro,2022-08-16
5302,0,0,0,1,TECH RIDGE BAY F,TECHF,00900F,Center Ridge,Center Line,Austin,78753,F,Bus Bay,Mid-Block,Northwest,,30.418324900000000,-97.669069650000000,Capital Metro,2022-08-16
5279,0,0,0,1,TECH RIDGE BAY J,TECHJS,00900J,Center Ridge,Center Line,Austin,78753,J,Bus Bay,Mid-Block,Northwest,,30.418160860000000,-97.667996190000000,Capital Metro,2022-08-16
5191,0,0,0,0,MONTOPOLIS/CADDIE,MTPCDD1N,001601,Montopolis,Caddie,Austin,78741,,Bus Stop,Nearside,Northwest,,30.227349890000000,-97.702006980000000,Capital Metro,2022-08-16
243,1,0,0,1,RIO GRANDE/15TH,RG15,000606,15Th,Rio Grande,Austin,78701,None,Bus Stop,Farside,Northwest,,30.278965610000000,-97.746339000000000,Capital Metro,2022-08-16
467,1,1,1,1,FAIRFIELD STATION (SB),S63,008630,Lamar,Fairfield,Austin,78758,None,Bus Stop,Farside,Southwest,,30.355296110000000,-97.703127900000000,Capital Metro,2022-08-16
468,1,2,0,1,LAMAR/THURMOND,S15,008400,Lamar,Thurmond,Austin,78758,,Bus Stop,Farside,Southwest,,30.353139120000000,-97.706082030000000,Capital Metro,2022-08-16
471,0,0,0,1,7720 LAMAR/STOBAUGH,S1911,007720,Lamar,Stobaugh,Austin,78757,,Bus Stop,Mid-Block,Southwest,,30.346043830000000,-97.713965550000000,Capital Metro,2022-08-16
472,1,0,0,1,7520 LAMAR/MORROW,S11,007520,Lamar,Morrow,Austin,78757,,Bus Stop,Farside,Southwest,,30.343739080000000,-97.715300600000000,Capital Metro,2022-08-16
474,1,1,0,1,6814 LAMAR/JUSTIN,S56,006814,Lamar,Justin,Austin,78757,,Bus Stop,Farside,Southwest,,30.336203830000000,-97.720005550000000,Capital Metro,2022-08-16
475,1,1,0,1,6600 LAMAR/BRENTWOOD,S54,006600,Lamar,Brentwood,Austin,78757,,Bus Stop,Nearside,Northwest,,30.334109280000000,-97.721322180000000,Capital Metro,2022-08-16
476,1,1,0,1,6200 LAMAR/DENSON,S7,006200,Lamar,Denson,Austin,78757,,Bus Stop,Nearside,Northwest,,30.330425040000000,-97.723636290000000,Capital Metro,2022-08-16
480,1,1,0,0,5528 LAMAR/KOENIG,S48,005528,Lamar,Koenig,Austin,78756,,Bus Stop,Mid-Block,Southwest,,30.324246830000000,-97.727527550000000,Capital Metro,2022-08-16
483,1,1,0,1,5106 LAMAR/51ST,S44,005106,Lamar,51St,Austin,78756,,Bus Stop,Nearside,Northwest,,30.319050710000000,-97.730805170000000,Capital Metro,2022-08-16
484,3,0,1,2,TRIANGLE STATION (SB),S1805,004600,Guadalupe,Lamar,Austin,78751,,Rapid Station,Mid-Block,Southwest,,30.314630280000000,-97.732523180000000,Capital Metro,2022-08-16
485,1,2,0,1,4500 GUADALUPE/45TH,200SB,004500,Guadalupe,45Th,Austin,78751,,Bus Stop,Nearside,Northwest,,30.311162760000000,-97.732958400000000,Capital Metro,2022-08-16
486,1,1,0,1,GUADALUPE/43RD STREET,S39,004300,Guadalupe,43Rd,Austin,78751,,Bus Stop,Nearside,Northwest,,30.308831270000000,-97.734395240000000,Capital Metro,2022-08-16
487,1,1,0,1,GUADALUPE/41ST STREET,S37,004100,Guadalupe,41St,Austin,78751,,Bus Stop,Nearside,Northwest,,30.306703380000000,-97.735755720000000,Capital Metro,2022-08-16
489,1,1,0,1,GUADALUPE/MAIDEN,S1806,003500,Guadalupe,Maiden,Austin,78705,,Bus Stop,Nearside,Northwest,,30.301674140000000,-97.738960280000000,Capital Metro,2022-08-16
490,1,1,0,1,GUADALUPE/34TH STREET,S31,003402,Guadalupe,34Th,Austin,78705,,Bus Stop,Nearside,Northwest,,30.300455620000000,-97.739708780000000,Capital Metro,2022-08-16
494,1,1,0,1,GUADALUPE/27TH STREET,S14,002700,Guadalupe,27Th,Austin,78705,,Bus Stop,Nearside,Northwest,,30.292196930000000,-97.741309950000000,Capital Metro,2022-08-16
497,2,0,0,2,UT WEST MALL STATION (SB),S19,002246,Guadalupe,23Rd,Austin,78705,,Rapid Station,Mid-Block,Southwest,,30.286063660000000,-97.741815170000000,Capital Metro,2022-08-16
498,2,1,0,2,Guadalupe/W. 21St Street,S17,002026,Guadalupe,21St,Austin,78705,,Bus Stop,Mid-Block,Southwest,,30.283384000000000,-97.742081000000000,Capital Metro,2022-08-16
501,1,1,0,1,GUADALUPE/16TH STREET,S292,001600,Guadalupe,16Th,Austin,78701,,Bus Stop,Nearside,Northwest,,30.278962160000000,-97.742707520000000,Capital Metro,2022-08-16
506,0,0,0,1,11TH/CONGRESS,S297,000100,11Th,Congress,Austin,78701,,Bus Stop,Nearside,Southwest,,30.272699880000000,-97.741375760000000,Capital Metro,2022-08-16
517,1,1,0,1,612 CONGRESS/RIVERSIDE,S1810,000612,Congress,Riverside,Austin,78704,,Bus Stop,Mid-Block,Southwest,,30.255385310000000,-97.747685380000000,Capital Metro,2022-08-16
522,1,0,0,1,2020 CONGRESS/CROCKETT,S310,002020,Congress,Crockett,Austin,78704,,Bus Stop,Nearside,Northwest,,30.243057640000000,-97.752262560000000,Capital Metro,2022-08-16
526,1,0,0,1,2622 Congress/Cumberland,S285,002622,Congress,Cumberland,Austin,78704,,Bus Stop,Nearside,Northwest,,30.235695000000000,-97.756374000000000,Capital Metro,2022-08-16
527,1,0,0,1,2918 CONGRESS/LA VISTA,S318,002918,Congress,La Vista,Austin,78704,,Bus Stop,Nearside,Northwest,,30.232590000000000,-97.758530000000000,Capital Metro,2022-08-16
529,1,0,0,1,CONGRESS/PICKLE,S1813,003630,Congress,Pickle,Austin,78704,,Bus Stop,Farside,Southwest,,30.226895560000000,-97.761934550000000,Capital Metro,2022-08-16
531,0,0,0,1,4210 Congress/Radam,S321,004210,Congress,Radam,Austin,78745,,Bus Stop,Mid-Block,Southwest,,30.220763000000000,-97.765411000000000,Capital Metro,2022-08-16
543,1,0,0,1,4722 CONGRESS/SHERATON,S1821,004722,Congress,Sheraton,Austin,78745,,Bus Stop,Mid-Block,Southwest,,30.214748470000000,-97.769232020000000,Capital Metro,2022-08-16
545,0,0,0,1,5300 CONGRESS/RAMBLE,S327,005300,Congress,Ramble,Austin,78745,,Bus Stop,Farside,Southwest,,30.208685050000000,-97.773108110000000,Capital Metro,2022-08-16
550,1,2,0,1,115 WILLIAM CANNON/CIRCLE S,S1823,000115,William Cannon,Circle S,Austin,78745,,Bus Stop,Nearside,Southwest,,30.192663740000000,-97.777840800000000,Capital Metro,2022-08-16
551,1,0,0,1,409 WILLIAM CANNON/CIRCLE S,S1824,000409,William Cannon,Circle S,Austin,78745,,Bus Stop,Mid-Block,Southeast,,30.192082260000000,-97.776036820000000,Capital Metro,2022-08-16
552,1,0,0,1,601 WILLIAM CANNON/CIRCLE S,S332,000601,William Cannon,Circle S,Austin,78745,,Bus Stop,Mid-Block,Southeast,,30.191386570000000,-97.773529780000000,Capital Metro,2022-08-16
553,1,0,0,1,Nelms/Bluff Springs,S1825,001600,Nelms,Bluff Springs,Austin,78744,,Bus Stop,Nearside,Southwest,,30.192738000000000,-97.765327000000000,Capital Metro,2022-08-16
554,8,3,0,2,BLUFF SPRINGS/WILLIAM CANNON,426,006600,Bluff Springs,William Cannon,Austin,78744,,Bus Stop,Nearside,Northwest,,30.189427250000000,-97.767879230000000,Capital Metro,2022-08-16
555,1,1,0,1,412 WILLIAM CANNON/NORTH BLUFF,S1826,000412,William Cannon,North Bluff,Austin,78745,,Bus Stop,Mid-Block,Northwest,,30.191772780000000,-97.774138530000000,Capital Metro,2022-08-16
556,1,2,0,1,110 WILLIAM CANNON/CIRCLE S,S1827,000110,William Cannon,Circle S,Austin,78745,,Bus Stop,Farside,Northwest,,30.192970890000000,-97.777954510000000,Capital Metro,2022-08-16
558,1,1,0,1,6319 Congress/Circle S,S333,006319,Congress,Circle S,Austin,78745,,Bus Stop,Mid-Block,Northeast,,30.197392000000000,-97.776908000000000,Capital Metro,2022-08-16
559,1,0,1,1,LITTLE TEXAS STATION (NB),S330,005901,Congress,Little Texas,Austin,78745,,Rapid Station,Nearside,Southeast,,30.202145330000000,-97.775514770000000,Capital Metro,2022-08-16
560,1,0,0,1,5405 CONGRESS/MOCKINGBIRD,S328,005405,Congress,Mockingbird,Austin,78745,,Bus Stop,Nearside,Southeast,,30.207107330000000,-97.773732900000000,Capital Metro,2022-08-16
568,0,0,0,1,CONGRESS/ALPINE,S1831,003500,Congress,Alpine,Austin,78704,,Bus Stop,Farside,Northeast,,30.228247730000000,-97.760942960000000,Capital Metro,2022-08-16
571,1,1,0,1,2705 CONGRESS/CUMBERLAND,S316,002705,Congress,Cumberland,Austin,78704,,Bus Stop,Nearside,Southeast,,30.235346930000000,-97.756329930000000,Capital Metro,2022-08-16
573,2,4,0,1,2203 Congress/Live Oak,S311,002203,Congress,Live Oak,Austin,78704,,Bus Stop,Nearside,Southeast,,30.241689000000000,-97.752423000000000,Capital Metro,2022-08-16
574,1,0,0,1,1901 CONGRESS/MARY,S309S,001901,Congress,Mary,Austin,78704,,Bus Stop,Nearside,Southeast,,30.245024020000000,-97.751211890000000,Capital Metro,2022-08-16
576,1,0,0,2,CONGRESS/THE CIRCLE,S1833,001221,Congress,The Circle,Austin,78704,,Bus Stop,Mid-Block,Northeast,,30.251531440000000,-97.748789170000000,Capital Metro,2022-08-16
577,1,0,0,1,611 CONGRESS/ACADEMY,S1834,000611,Congress,Academy,Austin,78704,,Bus Stop,Mid-Block,Northeast,,30.255340460000000,-97.747389520000000,Capital Metro,2022-08-16
590,1,0,0,1,Lavaca/12Th,S1943,001100,Lavaca,12Th,Austin,78701,,Bus Stop,Nearside,Southeast,,30.274408000000000,-97.742995000000000,Capital Metro,2022-08-16
591,4,0,1,1,CAPITOL STATION (NB),S1944,001200,Lavaca,13Th,Austin,78701,,Rapid Station,Nearside,Southeast,,30.275586690000000,-97.742557600000000,Capital Metro,2022-08-16
593,1,1,0,1,LAVACA/15TH,S1846,001415,Lavaca,15Th,Austin,78701,,Bus Stop,Nearside,Southeast,,30.277383220000000,-97.741894150000000,Capital Metro,2022-08-16
599,0,0,0,0,GUADALUPE/DEAN KEETON,S23,002500,Guadalupe,Dean Keeton,Austin,78705,,Bus Stop,Farside,Southeast,,30.290342640000000,-97.741235980000000,Capital Metro,2022-08-16
603,1,1,0,1,31St Street Station (NB),S28,003101,Guadalupe,31St,Austin,78705,,Bus Stop,Nearside,Southeast,,30.297781000000000,-97.741153000000000,Capital Metro,2022-08-16
604,1,0,0,1,GUADALUPE/34TH,S30,003300,Guadalupe,34Th,Austin,78705,None,Bus Stop,Farside,Southeast,,30.300639230000000,-97.739392940000000,Capital Metro,2022-08-16
605,0,0,0,1,Guadalupe/38Th,S33,003713,Guadalupe,38Th,Austin,78705,,Bus Stop,Nearside,Southeast,,30.302526000000000,-97.738152000000000,Capital Metro,2022-08-16
606,1,0,1,1,HYDE PARK STATION (NB),S35,003901,Guadalupe,39Th,Austin,78751,,Rapid Station,Farside,Northeast,,30.304417860000000,-97.736949970000000,Capital Metro,2022-08-16
607,1,0,0,1,GUADALUPE/41ST,S36,004031,Guadalupe,41St,Austin,78751,,Bus Stop,Nearside,Southeast,,30.306233540000000,-97.735787120000000,Capital Metro,2022-08-16
608,0,0,0,1,GUADALUPE/43RD,S38,004227,Guadalupe,43Rd,Austin,78751,,Bus Stop,Nearside,Southeast,,30.308500000000000,-97.734340000000000,Capital Metro,2022-08-16
609,1,0,0,1,4413 GUADALUPE/45TH,200NB,004413,Guadalupe,45Th,Austin,78751,,Bus Stop,Nearside,Southeast,,30.310730000000000,-97.732930000000000,Capital Metro,2022-08-16
610,2,0,1,1,TRIANGLE STATION (NB),S41,004701,Guadalupe,46Th,Austin,78751,,Rapid Station,Mid-Block,Northeast,,30.314816150000000,-97.732263730000000,Capital Metro,2022-08-16
611,1,1,0,1,5007 LAMAR/51ST,S43,005007,Lamar,51St,Austin,78751,,Bus Stop,Nearside,Southeast,,30.318411050000000,-97.730947290000000,Capital Metro,2022-08-16
612,1,1,1,1,NORTH LOOP EAST STATION (NB),S45,005301,Lamar,North Loop,Austin,78751,None,Bus Stop,Farside,Northeast,,30.321319340000000,-97.729097320000000,Capital Metro,2022-08-16
613,1,0,0,1,5419 Lamar/Nelray,S46,005419,Lamar,Nelray,Austin,78751,,Bus Stop,Nearside,Southeast,,30.322780000000000,-97.728190000000000,Capital Metro,2022-08-16
614,1,1,0,1,5555 LAMAR/NELRAY,S47,005555,Lamar,Nelray,Austin,78751,,Bus Stop,Mid-Block,Northeast,,30.324086280000000,-97.727367520000000,Capital Metro,2022-08-16
617,1,1,0,1,6201 LAMAR/DENSON,S52,006201,Lamar,Denson,Austin,78752,,Bus Stop,Nearside,Southeast,,30.330181120000000,-97.723533400000000,Capital Metro,2022-08-16
618,0,0,0,1,6541 Lamar/Brentwood,S53,006541,Lamar,Brentwood,Austin,78752,,Bus Stop,Nearside,Southeast,,30.333870000000000,-97.721210000000000,Capital Metro,2022-08-16
620,1,1,0,1,7240 Lamar/St Johns,S57,007200,Lamar,st Johns,Austin,78757,None,Bus Stop,Nearside,Northwest,,30.339956000000000,-97.717690000000000,Capital Metro,2022-08-16
622,1,0,0,1,7545 LAMAR/MORROW,S60,007545,Lamar,Morrow,Austin,78752,,Bus Stop,Nearside,Southeast,,30.343850000000000,-97.714920000000000,Capital Metro,2022-08-16
623,1,1,0,1,8071 Lamar/Research,S1850,008071,Lamar,Research,Austin,78753,,Bus Stop,Mid-Block,Northeast,,30.348283000000000,-97.711558000000000,Capital Metro,2022-08-16
624,1,1,0,1,8415 LAMAR/THURMOND,S61,008415,Lamar,Thurmond,Austin,78753,,Bus Stop,Nearside,Southeast,,30.353120600000000,-97.705729700000000,Capital Metro,2022-08-16
627,0,0,0,1,8745 LAMAR/DEEN,S65,008745,Lamar,Deen,Austin,78753,,Bus Stop,Nearside,Southeast,,30.356404870000000,-97.701239670000000,Capital Metro,2022-08-16
628,1,0,0,1,8911 Lamar/Carpenter,S67,008911,Lamar,Carpenter,Austin,78753,,Bus Stop,Nearside,Southeast,,30.358138000000000,-97.699627000000000,Capital Metro,2022-08-16
634,2,2,0,2,3200 Oak Springs/Airport,84SB,003200,Oak Springs,Airport,Austin,78702,,Bus Stop,Farside,Northwest,,30.273610000000000,-97.698350000000000,Capital Metro,2022-08-16
635,1,0,0,0,OAK SPRINGS/RIDGEWAY,S1854,002700,Oak Springs,Ridgeway,Austin,78702,,Bus Stop,Nearside,Northeast,,30.272555830000000,-97.704567930000000,Capital Metro,2022-08-16
637,2,2,0,1,2420 ROSEWOOD/BEDFORD,S612,002420,Rosewood,Bedford,Austin,78702,,Bus Stop,Farside,Northwest,,30.272319460000000,-97.708296290000000,Capital Metro,2022-08-16
638,2,4,0,2,2370 Rosewood/Hargrave,S614,002370,Rosewood,Hargrave,Austin,78702,,Bus Stop,Mid-Block,Northwest,,30.271236000000000,-97.710649000000000,Capital Metro,2022-08-16
642,1,0,0,1,ROSEWOOD/SAN BERNARD,S626,001300,Rosewood,San Bernard,Austin,78702,,Bus Stop,Nearside,Northeast,,30.268755760000000,-97.725507390000000,Capital Metro,2022-08-16
657,1,1,0,1,907 11TH/BRANCH,S632,000907,11Th,Branch,Austin,78702,,Bus Stop,Farside,Southeast,,30.269860480000000,-97.731241030000000,Capital Metro,2022-08-16
658,1,1,0,1,11TH/WALLER,S630,001000,11Th,Waller,Austin,78702,,Bus Stop,Nearside,Southwest,,30.269270700000000,-97.729680990000000,Capital Metro,2022-08-16
659,0,1,0,1,1201 11Th/Lydia,S1903,001201,11Th,Lydia,Austin,78702,None,Bus Stop,Farside,Southeast,,30.268613000000000,-97.727820000000000,Capital Metro,2022-08-16
660,1,0,0,2,1213 ROSEWOOD/SAN BERNARD,S627,001213,Rosewood,San Bernard,Austin,78702,,Bus Stop,Mid-Block,Southwest,,30.268529960000000,-97.726049450000000,Capital Metro,2022-08-16
661,0,0,0,1,1319 ROSEWOOD/ANGELINA,S625,001319,Rosewood,Angelina,Austin,78702,,Bus Stop,Nearside,Southwest,,30.268780000000000,-97.724460000000000,Capital Metro,2022-08-16
663,1,1,0,1,1909 Rosewood/Chicon,142NB,001909,Rosewood,Chicon,Austin,78702,,Bus Stop,Farside,Southeast,,30.269696000000000,-97.718601000000000,Capital Metro,2022-08-16
664,1,0,0,1,ROSEWOOD/NORTHWESTERN,S1897,002100,Rosewood,Northwestern,Austin,78702,,Bus Stop,Nearside,Southwest,,30.270000000000000,-97.716740000000000,Capital Metro,2022-08-16
665,2,4,0,2,2365 ROSEWOOD/HARGRAVE,S615,002365,Rosewood,Hargrave,Austin,78702,,Bus Stop,Nearside,Southwest,,30.270987780000000,-97.710880040000000,Capital Metro,2022-08-16
666,1,0,0,1,ROSEWOOD/WEBBERVILLE,S610,002600,Rosewood,Webberville,Austin,78702,,Bus Stop,Nearside,Southwest,,30.272357350000000,-97.705143730000000,Capital Metro,2022-08-16
667,1,1,0,1,2807 Oak Springs/Webberville,S1898,002807,Oak Springs,Webberville,Austin,78702,,Bus Stop,Mid-Block,Southeast,,30.272787000000000,-97.702321000000000,Capital Metro,2022-08-16
668,1,1,0,1,3201 OAK SPRINGS/AIRPORT,84NB,003201,Oak Springs,Airport,Austin,78702,None,Bus Stop,Nearside,Southwest,,30.273483770000000,-97.698127230000000,Capital Metro,2022-08-16
669,1,2,0,1,OAK SPRINGS/SPRINGDALE,SPOSS,003800,Oak Springs,Springdale,Austin,78721,,Bus Stop,Mid-Block,Southeast,,30.273533660000000,-97.691295790000000,Capital Metro,2022-08-16
674,0,0,0,0,NORTHCROSS TRANSFER CENTER,294T,007656,Northcross,Foster,Austin,78757,,Bus Stop,Mid-Block,Southwest,,30.353610000000000,-97.735920000000000,Capital Metro,2022-08-16
675,1,0,0,1,7500 Burnet/Richcreek,S935,007500,Burnet,Richcreek,Austin,78757,,Bus Stop,Nearside,Northwest,,30.350660000000000,-97.734362000000000,Capital Metro,2022-08-16
678,1,0,0,1,BURNET/TWIN OAKS DR.,S938,006610,Burnet,Twin Oaks,Austin,78757,,Bus Stop,Nearside,Northwest,,30.342692910000000,-97.738671230000000,Capital Metro,2022-08-16
684,2,0,0,1,North Loop Station (SB),S944,005242,Burnet,North Loop,Austin,78756,,Rapid Station,Farside,Southwest,,30.324999000000000,-97.739681000000000,Capital Metro,2022-08-16
685,1,0,0,1,BURNET/HANCOCK,S945,005100,Burnet,Hancock,Austin,78756,,Bus Stop,Nearside,Northwest,,30.322212730000000,-97.739435840000000,Capital Metro,2022-08-16
686,1,0,0,1,BURNET/W. 49TH,S946,004900,Burnet,49Th,Austin,78756,,Bus Stop,Nearside,Northwest,,30.320332630000000,-97.739313460000000,Capital Metro,2022-08-16
687,0,0,0,0,BURNET/W. 47TH,S947,004700,Burnet,47Th,Austin,78756,,Bus Stop,Nearside,Northwest,,30.318125570000000,-97.739951730000000,Capital Metro,2022-08-16
688,1,0,0,1,Burnet/W. 45Th,S948,004500,Burnet,45Th,Austin,78756,,Bus Stop,Nearside,Northwest,,30.315528000000000,-97.741621000000000,Capital Metro,2022-08-16
689,1,0,0,0,4214 MEDICAL PARKWAY/43RD,S949,004214,Medical,43Rd,Austin,78756,,Bus Stop,Nearside,Northwest,,30.312474300000000,-97.742371000000000,Capital Metro,2022-08-16
690,1,0,0,1,4112 MEDICAL PARKWAY/42ND,S950,004112,Medical,42Nd,Austin,78756,,Bus Stop,Farside,Southwest,,30.310900760000000,-97.742666520000000,Capital Metro,2022-08-16
691,1,0,0,1,MEDICAL PKWY/W. 40TH,S951,004000,Medical,40Th,Austin,78756,,Bus Stop,Nearside,Northwest,,30.308565540000000,-97.742744650000000,Capital Metro,2022-08-16
716,1,1,0,1,800 CESAR CHAVEZ/WEST,S164,000800,Cesar Chavez,West,Austin,78701,,Bus Stop,Farside,Northwest,,30.265741230000000,-97.752405580000000,Capital Metro,2022-08-16
717,1,0,0,0,B R Reynolds/Lamar,S221,000200,B R Reynolds,Lamar,Austin,78703,,Bus Stop,Nearside,Southwest,,30.267402000000000,-97.756576000000000,Capital Metro,2022-08-16
722,0,0,0,0,1414 LAMAR/CINCO,S165,001414,Lamar,Cinco,Austin,78704,,Bus Stop,Nearside,Northwest,,30.252465180000000,-97.764113990000000,Capital Metro,2022-08-16
728,1,1,0,1,2806 Menchaca/LIGHTSEY,S209,002806,Menchaca,Lightsey,Austin,78704,,Bus Stop,Nearside,Northwest,,30.243035000000000,-97.781628000000000,Capital Metro,2022-08-16
729,0,0,0,1,3204 Menchaca/GLEN ALLEN,S207,003204,Menchaca,Glen Allen,Austin,78704,,Bus Stop,Farside,Southwest,,30.240345000000000,-97.782242000000000,Capital Metro,2022-08-16
730,1,0,0,1,3624 Menchaca/LARCHMONT,S2439,003624,Menchaca,Larchmont,Austin,78704,,Bus Stop,Mid-Block,Southwest,,30.237452000000000,-97.783568000000000,Capital Metro,2022-08-16
732,1,0,0,1,3906 Menchaca/PRATHER,S202,003906,Menchaca,Prather,Austin,78704,,Bus Stop,Nearside,Northwest,,30.233969000000000,-97.785765000000000,Capital Metro,2022-08-16
733,1,0,0,1,4308 Menchaca/BEN WHITE,259SB,004308,Menchaca,Ben White,Austin,78704,,Bus Stop,Nearside,Northwest,,30.230504000000000,-97.788112000000000,Capital Metro,2022-08-16
734,0,1,0,1,4430 Menchaca/REDD,S172,004430,Menchaca,Redd,Austin,78745,,Bus Stop,Nearside,Northwest,,30.228464000000000,-97.789380000000000,Capital Metro,2022-08-16
735,0,0,0,0,4616 Menchaca/FOREST HILL,S177,004616,Menchaca,Forest Hill,Austin,78745,,Bus Stop,Nearside,Northwest,,30.225991000000000,-97.790916000000000,Capital Metro,2022-08-16
736,0,0,0,0,4804 Menchaca/FRONTIER,S178,004804,Menchaca,Frontier,Austin,78745,,Bus Stop,Farside,Southwest,,30.223743000000000,-97.792347000000000,Capital Metro,2022-08-16
737,0,0,0,1,5000 Menchaca/JONES,S196,005000,Menchaca,Jones,Austin,78745,,Bus Stop,Nearside,Northwest,,30.220975000000000,-97.794067000000000,Capital Metro,2022-08-16
739,0,0,0,0,5322 Menchaca/INVERNESS,S193,005322,Menchaca,Inverness,Austin,78745,None,Bus Stop,Farside,Southwest,,30.217683320000000,-97.796092790000000,Capital Metro,2022-08-16
740,1,1,0,1,5532 Menchaca/STASSNEY,S190,005532,Menchaca,Stassney,Austin,78745,,Bus Stop,Nearside,Northwest,,30.216058000000000,-97.797163000000000,Capital Metro,2022-08-16
742,1,1,0,1,5720 Menchaca/WHITESTONE,S189,005720,Menchaca,Whitestone,Austin,78745,,Bus Stop,Mid-Block,Southwest,,30.214391000000000,-97.799519000000000,Capital Metro,2022-08-16
743,1,0,0,1,6212 Menchaca/BERKETT,S186,006212,Menchaca,Berkett,Austin,78745,,Bus Stop,Nearside,Northwest,,30.210671000000000,-97.803629000000000,Capital Metro,2022-08-16
744,1,0,0,1,6372 Menchaca/BERKELEY,S184,006372,Menchaca,Berkeley,Austin,78745,,Bus Stop,Nearside,Northwest,,30.208952000000000,-97.804711000000000,Capital Metro,2022-08-16
745,0,0,0,1,6514 Menchaca/MILES,S182,006514,Menchaca,Miles,Austin,78745,,Bus Stop,Nearside,Northwest,,30.207078000000000,-97.805930000000000,Capital Metro,2022-08-16
750,1,1,0,1,Menchaca/William Cannon SE Cor,S180,006900,Menchaca,William Cannon,Austin,78745,,Bus Stop,Nearside,Southeast,,30.202687000000000,-97.806816000000000,Capital Metro,2022-08-16
751,1,0,0,1,6601 Menchaca/MILES,S181,006601,Menchaca,Miles,Austin,78745,,Bus Stop,Nearside,Southeast,,30.206901000000000,-97.805837000000000,Capital Metro,2022-08-16
752,1,2,0,1,6305 Menchaca/BERKELEY,S183,006305,Menchaca,Berkeley,Austin,78745,,Bus Stop,Mid-Block,Northeast,,30.209018000000000,-97.804497000000000,Capital Metro,2022-08-16
754,0,0,0,0,6001 Menchaca/INDEPENDENCE,S2346,006001,Menchaca,Independence,Austin,78745,,Bus Stop,Mid-Block,Northeast,,30.212810000000000,-97.801883000000000,Capital Metro,2022-08-16
755,1,1,0,1,5701 Menchaca/WHITESTONE,S2347,005701,Menchaca,Whitestone,Austin,78745,,Bus Stop,Nearside,Southeast,,30.214491000000000,-97.798856000000000,Capital Metro,2022-08-16
757,0,0,0,0,Menchaca/Inverness,S192,005300,Menchaca,Inverness,Austin,78745,,Bus Stop,Farside,Southeast,,30.217949190000000,-97.795718430000000,Capital Metro,2022-08-16
758,1,1,0,1,5309 Menchaca/FAIR OAKS,S194,005309,Menchaca,Fair Oaks,Austin,78745,,Bus Stop,Nearside,Southeast,,30.219059000000000,-97.794998000000000,Capital Metro,2022-08-16
764,1,1,0,1,4301 Menchaca/FORT VIEW,S199,004301,Menchaca,Fort View,Austin,78704,,Bus Stop,Nearside,Southeast,,30.230860000000000,-97.787599000000000,Capital Metro,2022-08-16
765,1,1,0,1,3909 Menchaca/PRATHER,S201,003909,Menchaca,Prather,Austin,78704,,Bus Stop,Farside,Northeast,,30.234049000000000,-97.785514000000000,Capital Metro,2022-08-16
767,1,2,0,1,3505 Menchaca/LARCHMONT,S204,003505,Menchaca,Larchmont,Austin,78704,,Bus Stop,Nearside,Southeast,,30.238295000000000,-97.782915000000000,Capital Metro,2022-08-16
768,0,0,0,0,3201 Menchaca/GLEN ALLEN,S206,003201,Menchaca,Glen Allen,Austin,78704,,Bus Stop,Nearside,Southeast,,30.240512000000000,-97.782084000000000,Capital Metro,2022-08-16
771,1,1,0,0,2639 LAMAR/DICKSON,S2352,002639,Lamar,Dickson,Austin,78704,,Bus Stop,Farside,Northeast,,30.245377060000000,-97.779692950000000,Capital Metro,2022-08-16
772,1,1,0,1,2401 LAMAR/BLUEBONNET,S2353,002401,Lamar,Bluebonnet,Austin,78704,,Bus Stop,Nearside,Southwest,,30.246751730000000,-97.777395390000000,Capital Metro,2022-08-16
773,0,0,0,1,2201 LAMAR/KINNEY,S2354,002201,Lamar,Kinney,Austin,78704,,Bus Stop,Nearside,Southwest,,30.247278690000000,-97.774278140000000,Capital Metro,2022-08-16
776,1,1,0,1,1417 LAMAR/CINCO,S212,001417,Lamar,Cinco,Austin,78704,,Bus Stop,Nearside,Southeast,,30.252289280000000,-97.763972350000000,Capital Metro,2022-08-16
777,2,1,1,1,LAMAR SQUARE STATION (NB),S2356,001303,Lamar,Lamar Square,Austin,78704,,Rapid Station,Nearside,Southeast,,30.254033640000000,-97.762592220000000,Capital Metro,2022-08-16
781,1,0,1,2,BARTON SPRINGS STATION (NB),S218,000401,Lamar,Butler,Austin,78704,,Rapid Station,Nearside,Southeast,,30.261633850000000,-97.758052660000000,Capital Metro,2022-08-16
806,1,0,0,1,3105 LAMAR/31ST,S2012,003105,Lamar,31St,Austin,78705,,Bus Stop,Mid-Block,Northeast,,30.300530150000000,-97.745953950000000,Capital Metro,2022-08-16
807,1,0,0,1,3317 LAMAR/34TH,S911,003317,Lamar,34Th,Austin,78705,,Bus Stop,Nearside,Southeast,,30.302553480000000,-97.744683290000000,Capital Metro,2022-08-16
